id,id_recipe,id_ingredient,quantity,measurement
12323,1393,2206,4.5,g
12324,2056,2579,3.82,cup
12325,1221,2819,2.13,cup
12326,2469,2245,2.16,ml
12327,2840,676,3.42,ml
12328,1654,2264,0.81,piece
12329,832,2844,4.23,ml
12330,3413,456,2.53,tbsp
12331,3764,452,2.94,ml
12332,1049,1688,2.57,g
12333,798,2476,2.95,ml
12334,3093,1052,3.56,ml
12335,2298,1491,1.72,ml
12336,2163,1034,1.08,cup
12337,2412,2517,1.63,tbsp
12338,2419,1715,0.3,g
12339,920,2453,0.78,tbsp
12340,2706,1292,4.62,g
12341,2450,2071,2.22,cup
12342,2001,2058,2.95,piece
12343,1383,1690,0.94,piece
12344,1334,1691,2.37,piece
12345,3574,1868,2.49,tsp
12346,2509,545,1.66,ml
12347,3999,1161,1.4,g
12348,2422,1577,0.21,ml
12349,710,1965,4.86,ml
12350,1646,171,3.53,tbsp
12351,641,2873,1.85,cup
12352,3449,1534,2.73,cup
12353,1258,2123,0.19,g
12354,1754,380,2.4,cup
12355,3903,674,4.53,g
12356,567,950,2.92,g
12357,2938,2695,1.62,cup
12358,186,30,4.27,ml
12359,874,1006,0.97,tbsp
12360,1983,1882,4.15,cup
12361,748,888,4.15,g
12362,1582,2210,4.76,tsp
12363,1406,2930,0.46,tbsp
12364,1017,316,1.33,tsp
12365,1957,2917,2.73,tsp
12366,3300,1997,1.42,cup
12367,1701,2621,3.89,g
12368,3809,74,1.35,cup
12369,275,1766,0.2,piece
12370,3392,381,3.65,cup
12371,2580,2487,3.09,cup
12372,663,2479,1.06,tsp
12373,1720,1797,4.01,cup
12374,1514,2125,4.03,tsp
12375,1220,335,3.22,ml
12376,431,651,4.52,ml
12377,2908,1451,2.88,cup
12378,458,2405,3.99,tbsp
12379,1151,2510,1.81,piece
12380,1402,875,3.54,piece
12381,723,31,0.22,ml
12382,234,1064,2.14,piece
12383,1584,232,3.08,ml
12384,1845,111,4.48,tbsp
12385,2864,2218,4.42,tsp
12386,1466,751,1.14,tsp
12387,2064,2420,1.13,tsp
12388,3263,1519,0.53,ml
12389,102,419,4.74,tbsp
12390,2355,1122,2.38,piece
12391,2474,1892,2.76,g
12392,2013,1317,5.0,cup
12393,3564,2684,2.95,ml
12394,1929,119,4.47,tbsp
12395,681,2307,1.55,g
12396,3056,1816,4.5,tbsp
12397,595,2081,4.53,cup
12398,605,1166,2.82,ml
12399,2583,803,1.95,ml
12400,829,2407,1.79,cup
12401,2370,2149,1.1,piece
12402,1699,1385,0.19,tsp
12403,17,853,3.27,tsp
12404,626,404,0.82,g
12405,2131,706,3.95,piece
12406,3329,1503,0.38,piece
12407,7,804,2.91,piece
12408,2339,2624,2.74,tbsp
12409,1563,1058,4.91,tsp
12410,890,1116,1.76,piece
12411,472,2587,3.59,tsp
12412,3366,2594,2.33,piece
12413,1690,1971,4.18,tsp
12414,2450,1610,3.3,tbsp
12415,3288,907,1.72,tsp
12416,3835,1251,3.54,g
12417,194,2614,3.8,ml
12418,480,1394,3.69,tbsp
12419,611,1024,3.07,g
12420,3287,2741,1.22,tbsp
12421,3879,2642,0.9,g
12422,1451,1715,3.76,ml
12423,3249,649,4.22,tbsp
12424,3754,1379,3.13,piece
12425,206,1999,2.47,g
12426,3662,512,4.85,tbsp
12427,1783,2848,3.64,ml
12428,3060,612,2.08,tbsp
12429,2364,2135,3.84,tsp
12430,3859,125,1.22,ml
12431,2268,2436,2.33,g
12432,725,501,3.44,cup
12433,1015,2834,4.09,g
12434,2150,781,1.45,cup
12435,1130,2878,2.88,piece
12436,1736,1444,2.66,ml
12437,1025,907,1.98,ml
12438,3202,673,4.32,piece
12439,3022,2667,4.57,ml
12440,3592,779,2.05,cup
12441,1543,2934,2.67,piece
12442,2126,730,4.36,tsp
12443,1264,2753,4.12,ml
12444,2956,674,2.43,piece
12445,2400,2530,0.68,ml
12446,1922,932,3.79,cup
12447,2517,2843,2.1,ml
12448,1040,370,4.16,tsp
12449,118,2435,2.25,tbsp
12450,70,1688,3.55,g
12451,815,1787,0.82,piece
12452,2257,226,2.21,ml
12453,2848,1021,1.75,cup
12454,2880,1025,4.69,tbsp
12455,448,401,3.75,tsp
12456,2489,983,2.23,piece
12457,3417,247,1.14,cup
12458,3575,2449,3.67,ml
12459,3007,228,4.12,piece
12460,886,2589,1.91,tbsp
12461,2917,1647,1.06,tsp
12462,3275,1460,4.66,g
12463,1090,61,3.29,ml
12464,1183,316,1.76,cup
12465,1544,1898,4.72,tbsp
12466,1254,2657,0.22,tsp
12467,1609,666,3.53,tsp
12468,3969,1010,0.65,tsp
12469,21,661,1.77,tsp
12470,907,2412,0.7,cup
12471,509,404,2.26,cup
12472,675,1184,0.84,cup
12473,2649,1770,2.66,g
12474,2533,2606,1.29,piece
12475,2032,989,2.67,tbsp
12476,2875,1490,1.82,cup
12477,3332,1398,4.2,cup
12478,1726,1892,1.08,cup
12479,350,1418,2.19,piece
12480,3437,1971,3.7,piece
12481,632,2986,2.72,tsp
12482,3826,2735,3.03,cup
12483,2567,21,2.13,tbsp
12484,3585,2200,4.31,cup
12485,3587,1921,3.62,tbsp
12486,355,2088,0.33,cup
12487,3611,2564,4.17,ml
12488,234,2506,0.3,tsp
12489,3939,1255,4.56,piece
12490,2603,2497,0.92,tsp
12491,3146,2944,3.28,tsp
12492,802,337,0.87,ml
12493,1647,363,1.97,ml
12494,3695,2492,4.02,tbsp
12495,5,1718,0.4,tbsp
12496,1776,1903,1.55,ml
12497,1722,1495,2.18,tsp
12498,3980,2184,1.01,g
12499,3129,1305,0.11,g
12500,374,1682,0.49,piece
12501,2383,1547,4.42,piece
12502,407,2911,1.75,ml
12503,1745,2225,2.92,tsp
12504,614,1975,1.0,g
12505,426,2022,0.38,ml
12506,571,2721,1.62,tbsp
12507,404,1098,0.19,tbsp
12508,1355,324,2.18,g
12509,1294,2264,3.11,g
12510,67,503,0.56,cup
12511,3605,833,0.41,tbsp
12512,3887,2683,4.67,tbsp
12513,3131,941,0.33,tbsp
12514,2522,2540,3.76,piece
12515,1341,1385,1.24,cup
12516,3812,964,1.97,piece
12517,2527,1232,4.84,cup
12518,1375,1365,0.87,cup
12519,1872,813,3.32,tsp
12520,3547,2040,0.11,tbsp
12521,3816,2611,3.73,g
12522,2536,1139,2.27,ml
12523,1569,1036,1.27,cup
12524,3719,2106,1.98,tbsp
12525,2520,2815,4.57,ml
12526,3815,825,3.33,tsp
12527,3806,482,0.16,cup
12528,2790,2831,3.19,cup
12529,2989,1006,0.71,tsp
12530,761,411,4.48,g
12531,1234,908,2.71,ml
12532,1947,815,0.2,tsp
12533,2880,1223,0.67,tsp
12534,3484,1139,4.96,g
12535,1812,1879,2.59,tsp
12536,3992,386,2.6,g
12537,2994,749,4.88,g
12538,374,1247,0.4,tbsp
12539,83,1724,1.02,g
12540,3017,1283,3.79,tsp
12541,2758,2556,3.82,g
12542,3606,1179,4.36,tsp
12543,2452,1604,2.57,tsp
12544,3761,166,3.63,piece
12545,3760,2996,4.57,ml
12546,1632,1171,2.44,tbsp
12547,1517,1403,2.89,ml
12548,2501,655,4.79,piece
12549,3290,290,4.33,tsp
12550,663,545,3.44,tsp
12551,689,2641,3.14,tbsp
12552,3210,460,0.36,tsp
12553,341,579,3.48,cup
12554,3147,1704,3.0,cup
12555,568,1228,2.96,g
12556,1218,1083,2.86,piece
12557,2984,175,0.65,ml
12558,1687,343,1.1,tsp
12559,3225,1157,1.52,cup
12560,2935,774,2.46,piece
12561,2273,255,3.77,piece
12562,2407,867,0.15,g
12563,1556,2617,4.29,cup
12564,3744,1613,1.41,piece
12565,697,2592,2.58,piece
12566,2744,2547,2.08,piece
12567,1779,407,4.16,tbsp
12568,1779,862,1.32,tbsp
12569,1534,135,4.59,piece
12570,338,1786,4.59,g
12571,3773,2567,2.18,ml
12572,539,2756,4.67,cup
12573,2471,2378,4.65,piece
12574,1157,974,2.61,cup
12575,528,295,1.12,cup
12576,3773,1448,0.17,piece
12577,2591,576,2.08,piece
12578,1162,2095,4.4,ml
12579,822,2689,3.24,tbsp
12580,1596,398,1.07,ml
12581,3213,1985,0.52,tsp
12582,3456,1666,4.35,g
12583,530,1012,3.04,tbsp
12584,3441,2199,4.45,g
12585,2828,2868,4.55,tbsp
12586,3818,1643,4.62,tsp
12587,337,2653,0.99,tbsp
12588,2801,2557,1.85,tsp
12589,3556,2704,4.94,g
12590,484,42,1.0,ml
12591,3973,812,1.73,tbsp
12592,821,2432,4.04,cup
12593,3844,1095,3.8,piece
12594,3885,465,2.12,cup
12595,1498,707,4.55,piece
12596,1294,1490,0.49,ml
12597,2544,146,1.21,piece
12598,548,802,2.97,g
12599,2933,1046,1.13,ml
12600,3091,1557,4.38,cup
12601,1511,1210,2.09,tsp
12602,3360,1304,1.02,cup
12603,3451,2322,2.99,ml
12604,1918,105,4.6,cup
12605,1207,2138,3.57,tsp
12606,1466,932,1.45,piece
12607,2518,2593,4.29,tbsp
12608,1225,1294,4.2,tsp
12609,3156,1451,0.31,g
12610,922,2566,3.81,cup
12611,464,2409,0.46,piece
12612,3206,1738,3.99,cup
12613,3246,2003,3.79,ml
12614,767,2324,4.07,tbsp
12615,112,2062,2.04,piece
12616,252,199,2.57,tbsp
12617,2869,1767,3.07,piece
12618,725,2136,0.89,piece
12619,2573,950,2.88,ml
12620,2020,1025,3.6,piece
12621,3530,467,3.65,tsp
12622,1073,1561,0.73,g
12623,3330,2796,2.11,tbsp
12624,3136,242,0.55,g
12625,3412,1947,0.13,ml
12626,851,1233,0.46,g
12627,1954,377,0.5,g
12628,2897,1098,1.74,tbsp
12629,592,2438,4.63,piece
12630,1006,1239,1.19,tsp
12631,2564,2240,2.94,g
12632,3148,170,2.24,ml
12633,3373,1785,1.16,ml
12634,945,2694,0.76,tbsp
12635,2693,1845,4.8,cup
12636,865,2800,4.98,tbsp
12637,2811,1415,1.52,tsp
12638,2522,2956,2.54,cup
12639,2196,1105,0.3,piece
12640,1324,2632,2.38,tsp
12641,2894,1038,1.05,tsp
12642,1302,1203,2.84,ml
12643,994,325,1.35,piece
12644,341,2423,2.81,ml
12645,1738,431,2.42,tbsp
12646,9,228,2.15,tsp
12647,680,1128,2.5,tsp
12648,3447,1001,0.33,ml
12649,3170,954,0.78,cup
12650,533,1671,0.58,g
12651,276,1389,1.9,tbsp
12652,3234,1842,3.11,g
12653,2269,2914,2.36,piece
12654,3443,2147,2.5,piece
12655,3979,760,1.11,tsp
12656,1212,839,2.01,ml
12657,2547,2775,4.34,piece
12658,3617,2409,2.71,g
12659,738,2780,3.91,cup
12660,1016,279,1.26,g
12661,2899,1466,1.64,tbsp
12662,3260,1090,3.39,ml
12663,596,1307,2.69,ml
12664,2579,495,3.02,cup
12665,3127,1473,1.96,ml
12666,1537,2381,3.19,g
12667,3425,2634,3.59,tbsp
12668,228,1439,3.02,tsp
12669,1126,2555,1.59,tbsp
12670,3074,73,2.37,piece
12671,947,742,0.49,cup
12672,917,1629,1.25,g
12673,2194,2107,3.64,g
12674,939,1853,1.86,cup
12675,596,2279,4.52,g
12676,617,632,4.97,cup
12677,3438,1918,0.31,piece
12678,1741,1219,4.32,tbsp
12679,2625,2230,4.77,ml
12680,887,1678,0.52,cup
12681,878,895,3.5,g
12682,1519,1254,2.04,cup
12683,740,1298,2.95,piece
12684,1027,423,3.1,g
12685,1217,2504,0.2,tbsp
12686,1806,2371,0.39,ml
12687,2716,2683,4.94,g
12688,1450,2958,4.11,g
12689,2533,2306,0.95,piece
12690,3024,2010,4.45,ml
12691,796,2862,1.18,cup
12692,1506,1683,4.22,g
12693,3490,636,0.91,cup
12694,2021,1940,0.65,tbsp
12695,251,1651,2.62,piece
12696,159,1597,1.76,tsp
12697,2382,2486,4.53,g
12698,2195,254,2.09,ml
12699,3503,1674,2.5,g
12700,658,142,4.12,cup
12701,3283,2735,2.12,tbsp
12702,3661,139,2.22,cup
12703,755,2339,0.96,piece
12704,1,1337,1.47,tsp
12705,984,2500,1.59,g
12706,1996,1951,4.88,ml
12707,3838,2191,3.27,tsp
12708,2274,1398,4.31,g
12709,229,2465,0.31,tsp
12710,1706,794,1.4,ml
12711,3148,1199,1.4,ml
12712,3884,1427,0.62,piece
12713,879,45,0.46,piece
12714,1016,2855,3.53,ml
12715,325,1072,3.04,tsp
12716,2937,2673,1.15,ml
12717,3106,2038,4.69,tbsp
12718,355,912,3.49,ml
12719,2619,2859,2.16,piece
12720,3135,2658,2.93,tsp
12721,2201,1327,2.14,cup
12722,2719,2773,0.2,g
12723,609,2366,1.83,piece
12724,2109,1973,3.27,g
12725,952,944,2.18,piece
12726,2573,2198,3.46,piece
12727,665,2255,3.73,tsp
12728,164,2679,0.41,tbsp
12729,629,1989,0.85,g
12730,2888,2842,0.76,ml
12731,1089,710,3.16,g
12732,3778,120,1.16,g
12733,404,1923,1.37,g
12734,1794,65,1.9,ml
12735,3399,50,1.77,ml
12736,421,2982,3.78,tsp
12737,730,351,4.65,tbsp
12738,1812,1444,0.97,cup
12739,1405,974,3.71,g
12740,3897,2783,3.15,cup
12741,2627,2329,3.16,piece
12742,2108,2610,2.32,g
12743,2908,2110,1.7,piece
12744,2487,2385,0.4,piece
12745,984,1466,3.52,g
12746,1808,2222,3.39,g
12747,2622,1490,1.88,g
12748,2807,2885,4.76,g
12749,2616,2648,0.45,tbsp
12750,2336,1790,4.46,piece
12751,3430,2117,0.89,ml
12752,237,2832,4.39,tbsp
12753,2345,1713,4.38,tsp
12754,1612,538,3.57,tbsp
12755,1996,2099,0.59,g
12756,2564,1741,4.12,g
12757,449,1253,0.56,tbsp
12758,714,2513,0.44,piece
12759,1654,2058,0.4,tbsp
12760,1146,2743,2.92,tbsp
12761,1564,2330,4.11,cup
12762,2213,1590,2.87,ml
12763,285,2113,4.67,tbsp
12764,3245,2066,2.88,tbsp
12765,3220,85,1.41,tbsp
12766,3632,853,0.93,tbsp
12767,1821,1485,0.74,ml
12768,2915,454,0.11,tsp
12769,1360,56,3.59,piece
12770,1509,1066,4.58,tsp
12771,3599,1683,4.79,tsp
12772,3793,941,4.04,tsp
12773,2771,131,4.73,piece
12774,1074,1866,1.23,tsp
12775,1166,2652,2.33,tsp
12776,24,582,0.83,piece
12777,125,2114,4.05,g
12778,1498,2773,2.55,tsp
12779,3283,459,1.67,g
12780,5,1888,1.08,tbsp
12781,1819,1837,4.62,cup
12782,2165,2011,4.16,ml
12783,142,765,2.96,piece
12784,3680,592,1.97,cup
12785,1632,157,2.7,cup
12786,2840,456,2.97,piece
12787,575,918,2.99,ml
12788,624,786,0.72,piece
12789,342,975,4.29,cup
12790,2194,2231,2.57,g
12791,2299,2250,0.65,tsp
12792,3282,2464,2.93,piece
12793,1720,2336,0.28,tsp
12794,236,725,1.86,g
12795,188,2202,4.39,piece
12796,2455,696,1.16,cup
12797,2652,972,3.64,tbsp
12798,909,755,1.59,ml
12799,2513,141,4.74,tsp
12800,1534,508,3.42,tsp
12801,993,285,4.26,cup
12802,2581,2719,2.29,ml
12803,1083,778,4.43,piece
12804,2396,1461,1.8,cup
12805,174,1225,2.08,tsp
12806,695,2995,4.61,piece
12807,1558,1984,0.75,piece
12808,577,2987,1.56,cup
12809,2226,547,3.12,cup
12810,213,779,2.71,tsp
12811,3441,132,2.06,tsp
12812,2998,2177,0.6,ml
12813,2480,1012,2.18,piece
12814,2612,821,1.48,ml
12815,2592,2013,0.93,ml
12816,274,2883,2.2,g
12817,2562,1892,1.01,tsp
12818,2279,1600,0.7,tsp
12819,3876,368,4.55,ml
12820,925,875,3.66,tbsp
12821,3057,466,1.38,g
12822,2874,2288,1.49,g
12823,3042,6,1.32,piece
12824,3996,903,3.15,cup
12825,2017,2628,3.06,piece
12826,702,2895,3.38,ml
12827,2298,1926,3.54,tbsp
12828,2176,271,1.35,piece
12829,1444,780,3.01,ml
12830,3414,2352,1.22,g
12831,3419,435,0.59,tbsp
12832,2626,260,3.27,g
12833,556,2287,0.26,ml
12834,760,2935,4.86,tbsp
12835,3937,1673,2.83,cup
12836,2144,1916,4.33,tsp
12837,3769,1702,3.83,tsp
12838,3704,2718,2.21,tbsp
12839,1820,1675,2.82,g
12840,1523,611,0.34,piece
12841,2985,2107,4.14,tbsp
12842,593,1225,2.07,piece
12843,2511,2254,3.59,tsp
12844,3491,2351,3.46,tbsp
12845,924,1845,3.82,tsp
12846,2099,2039,3.27,piece
12847,3600,1135,4.77,g
12848,850,2731,0.33,ml
12849,307,2491,4.49,piece
12850,3151,2206,2.69,tbsp
12851,1865,2438,2.04,ml
12852,433,1602,1.79,ml
12853,2294,1417,1.87,cup
12854,525,331,2.18,cup
12855,1341,2118,3.21,tsp
12856,1237,2378,3.26,tsp
12857,3597,852,0.2,piece
12858,2479,557,1.57,piece
12859,3421,2846,1.72,tbsp
12860,2497,164,4.73,g
12861,1989,608,1.1,ml
12862,637,2169,0.23,cup
12863,2807,2005,0.43,tbsp
12864,2485,13,4.79,piece
12865,1418,1274,1.69,g
12866,2733,2237,1.84,piece
12867,46,629,4.84,tsp
12868,2975,2237,4.53,piece
12869,1434,1203,1.73,cup
12870,3447,2339,4.9,ml
12871,2689,2143,2.77,tbsp
12872,2095,542,4.67,piece
12873,3751,950,3.73,cup
12874,737,1869,2.25,ml
12875,2488,1431,2.03,tbsp
12876,1208,2983,1.97,piece
12877,3611,708,1.86,cup
12878,2503,758,3.3,piece
12879,3718,1696,4.61,g
12880,2020,1574,3.88,tbsp
12881,2351,1450,3.36,tsp
12882,3827,54,2.11,ml
12883,1978,1447,1.7,piece
12884,3687,1114,3.15,tbsp
12885,1798,1925,0.77,ml
12886,3543,2329,3.44,tbsp
12887,1159,1072,3.23,tsp
12888,1960,1991,2.96,ml
12889,712,2125,0.44,g
12890,1775,642,2.68,piece
12891,3071,1641,4.05,tsp
12892,639,1049,2.3,g
12893,284,1278,0.49,cup
12894,1432,852,3.76,tsp
12895,3468,2744,1.41,g
12896,2392,877,3.44,tbsp
12897,565,2841,2.66,ml
12898,243,2198,1.76,tsp
12899,2851,1613,1.28,tbsp
12900,794,2348,1.41,ml
12901,2891,117,2.24,ml
12902,87,2124,4.13,ml
12903,3837,507,3.22,tsp
12904,1177,1777,3.57,ml
12905,3911,2810,1.39,g
12906,2496,2503,4.61,ml
12907,1647,913,3.3,g
12908,1792,2338,2.71,cup
12909,3594,1067,0.85,cup
12910,1585,238,1.02,tsp
12911,639,775,2.49,ml
12912,3478,285,2.33,tbsp
12913,1082,845,2.05,cup
12914,3089,1176,1.41,ml
12915,3445,853,1.69,tbsp
12916,2466,2808,1.72,cup
12917,1285,2693,3.3,g
12918,3655,1343,4.3,piece
12919,1920,137,3.32,cup
12920,196,314,1.75,tsp
12921,60,756,1.97,tsp
12922,2996,1139,4.56,ml
12923,3025,552,1.28,g
12924,2563,1919,2.52,cup
12925,1690,168,0.46,ml
12926,1103,2732,0.32,tbsp
12927,742,1781,2.82,tbsp
12928,3608,2133,0.13,g
12929,579,572,0.91,tbsp
12930,60,1407,2.23,cup
12931,1576,1079,4.11,ml
12932,2217,1102,0.15,tsp
12933,1464,1833,2.88,tbsp
12934,2299,976,1.29,cup
12935,2888,631,3.42,tbsp
12936,3975,2048,3.52,g
12937,2348,1926,2.94,ml
12938,223,2798,4.23,g
12939,3776,2831,1.05,ml
12940,2449,1526,4.47,g
12941,2184,151,4.13,tsp
12942,2003,1618,3.55,tbsp
12943,924,1425,3.83,piece
12944,2858,1114,1.62,piece
12945,47,1432,3.06,cup
12946,3936,1990,0.71,piece
12947,3323,2577,2.04,tbsp
12948,2688,2145,0.18,tsp
12949,3987,2938,2.62,g
12950,1248,140,0.24,piece
12951,126,1841,4.48,g
12952,121,2858,4.68,ml
12953,502,2046,3.41,g
12954,1148,2372,4.64,tbsp
12955,831,2786,4.21,tbsp
12956,3775,1798,0.34,ml
12957,3063,2141,3.82,tsp
12958,3294,749,0.49,ml
12959,722,1831,1.25,piece
12960,502,327,4.44,tsp
12961,605,1089,4.92,piece
12962,2360,1529,2.93,tsp
12963,809,2652,4.41,tsp
12964,1806,2281,3.92,tbsp
12965,3114,2935,0.41,piece
12966,1431,2639,0.72,cup
12967,3087,200,0.36,tbsp
12968,2463,610,0.59,ml
12969,195,1658,2.49,tsp
12970,3621,1687,2.61,cup
12971,459,1183,1.92,piece
12972,554,386,4.54,piece
12973,3626,1752,1.58,ml
12974,1046,1374,4.96,ml
12975,3135,2502,3.42,cup
12976,1690,2526,4.33,g
12977,254,1968,4.78,tbsp
12978,3690,459,2.33,piece
12979,2198,1754,4.07,g
12980,714,2645,1.25,piece
12981,203,197,1.75,cup
12982,842,2379,3.48,piece
12983,710,1355,3.69,ml
12984,1051,2351,0.54,piece
12985,3133,1028,4.01,ml
12986,2940,523,1.74,cup
12987,3875,1591,3.04,g
12988,1586,651,2.06,g
12989,847,1804,1.31,ml
12990,2467,1854,1.88,cup
12991,2582,173,2.69,tsp
12992,2679,220,4.27,piece
12993,2791,1141,1.32,tbsp
12994,3228,1147,1.67,tsp
12995,2511,780,3.15,tbsp
12996,204,566,0.39,ml
12997,1195,811,2.13,g
12998,2207,1344,3.46,g
12999,547,113,3.73,tbsp
13000,2446,2317,3.0,piece
13001,729,2554,4.45,g
13002,3476,2004,1.14,cup
13003,1577,2753,4.34,ml
13004,2512,680,0.19,piece
13005,3066,1447,0.36,tbsp
13006,1606,2859,0.82,cup
13007,1745,2273,4.88,ml
13008,3880,1346,1.07,piece
13009,1674,2138,2.0,cup
13010,2936,2492,4.49,tbsp
13011,839,771,1.37,ml
13012,1487,15,1.62,piece
13013,3241,569,4.05,g
13014,7,2172,3.44,tsp
13015,619,2261,4.3,piece
13016,3952,1445,3.54,ml
13017,2588,2620,2.57,piece
13018,3339,1117,0.44,g
13019,305,1005,0.37,piece
13020,3075,519,3.82,cup
13021,3544,346,0.55,g
13022,745,1495,1.68,piece
13023,3217,2699,4.7,piece
13024,1143,2572,1.11,tsp
13025,3465,2338,2.65,piece
13026,1580,223,3.43,tbsp
13027,1821,2426,2.27,cup
13028,1965,811,3.27,cup
13029,2616,2885,4.21,cup
13030,3666,2829,0.62,piece
13031,2686,2916,2.28,cup
13032,777,2185,0.12,g
13033,3734,1925,1.89,piece
13034,709,1987,0.41,tsp
13035,3250,2772,0.74,piece
13036,1402,2030,2.86,tsp
13037,451,1971,3.88,tsp
13038,33,2840,2.34,g
13039,547,187,0.82,tsp
13040,1819,963,0.26,tsp
13041,3378,2932,2.86,piece
13042,845,1098,4.18,ml
13043,3128,2768,2.67,piece
13044,3058,1245,4.55,tsp
13045,3288,2065,3.42,piece
13046,511,346,1.72,tsp
13047,1715,1339,2.83,piece
13048,1210,1739,4.49,tbsp
13049,2484,164,3.24,tbsp
13050,1881,2074,3.08,piece
13051,3958,592,3.55,tbsp
13052,3566,2743,1.28,tbsp
13053,1676,199,2.79,tsp
13054,423,1533,3.59,piece
13055,1464,2986,3.04,cup
13056,3023,221,1.5,ml
13057,78,2898,0.83,cup
13058,2002,1282,0.41,tbsp
13059,2800,1953,3.88,ml
13060,3223,2142,0.32,piece
13061,736,608,4.84,ml
13062,3200,1776,3.48,g
13063,1507,136,2.44,piece
13064,1898,2102,2.28,piece
13065,2487,2226,0.4,piece
13066,3029,1236,3.97,piece
13067,943,2694,2.91,tsp
13068,1350,725,4.63,tbsp
13069,2777,2502,0.49,piece
13070,3268,1818,1.2,piece
13071,1982,756,4.88,tsp
13072,459,1581,0.45,g
13073,2469,992,1.0,piece
13074,3129,792,1.02,tsp
13075,245,2169,4.29,tsp
13076,321,1165,2.43,g
13077,1715,2650,2.36,tbsp
13078,3798,2699,3.09,tbsp
13079,1511,1549,0.26,g
13080,3498,82,1.55,tsp
13081,3938,334,1.34,ml
13082,3716,2756,0.45,piece
13083,2145,3,4.87,g
13084,3246,117,4.54,tbsp
13085,215,2074,2.22,g
13086,3409,1140,2.4,g
13087,1130,1716,3.66,cup
13088,3995,1136,2.66,ml
13089,175,1644,4.95,piece
13090,584,1582,4.32,tsp
13091,1348,769,4.31,ml
13092,3896,1128,2.77,cup
13093,3352,1590,0.88,ml
13094,3459,1709,2.68,ml
13095,447,2641,0.34,tsp
13096,2504,2029,1.52,tsp
13097,1953,1629,2.91,tsp
13098,533,1683,1.02,cup
13099,1481,1299,1.83,piece
13100,3312,2808,2.21,tsp
13101,1079,1372,4.94,cup
13102,3854,2956,4.06,cup
13103,3542,1166,2.01,cup
13104,781,473,4.34,cup
13105,1341,2260,3.64,tbsp
13106,2265,2682,3.86,g
13107,3124,2830,3.27,piece
13108,797,2555,1.1,cup
13109,2666,2587,4.56,ml
13110,2960,2309,4.66,cup
13111,725,2842,3.18,g
13112,2025,2222,0.44,ml
13113,1035,1485,4.39,tsp
13114,1997,2650,1.96,tbsp
13115,532,1824,1.42,cup
13116,1755,1401,3.96,cup
13117,1738,2384,3.17,piece
13118,2756,1376,1.09,ml
13119,3162,768,2.59,tbsp
13120,1823,2401,1.67,tbsp
13121,2696,757,4.11,ml
13122,1571,604,4.37,ml
13123,3186,1657,1.87,ml
13124,2901,2831,1.24,tsp
13125,925,1380,3.49,ml
13126,448,2301,2.86,g
13127,2842,768,1.97,g
13128,852,2832,1.3,piece
13129,3275,2459,2.06,piece
13130,2017,586,4.11,tsp
13131,2392,1396,3.77,tbsp
13132,1181,1449,0.41,tsp
13133,266,234,2.55,piece
13134,3194,2011,3.36,ml
13135,1219,338,2.5,tsp
13136,185,1316,2.53,tbsp
13137,1282,2309,1.5,tsp
13138,2838,2896,0.29,tsp
13139,1855,61,1.13,cup
13140,1828,2290,0.73,g
13141,2521,1712,4.22,tbsp
13142,1292,2526,2.35,ml
13143,2289,841,2.27,tsp
13144,2392,2399,1.6,tbsp
13145,212,2418,1.92,piece
13146,1647,336,1.91,cup
13147,1500,2941,2.09,tsp
13148,666,1880,0.46,piece
13149,3415,2740,4.37,ml
13150,1498,1692,3.98,piece
13151,2480,821,1.61,cup
13152,1499,636,1.14,cup
13153,2305,258,1.55,g
13154,328,1074,0.23,piece
13155,1828,2828,3.74,ml
13156,1730,875,3.57,ml
13157,889,34,3.7,ml
13158,1749,1163,4.22,tsp
13159,3349,2080,0.98,tbsp
13160,2604,2818,0.86,tsp
13161,2547,1026,0.3,tsp
13162,3413,2937,0.88,g
13163,419,430,1.21,tsp
13164,3540,898,3.62,ml
13165,1506,2933,3.78,cup
13166,2674,1841,1.14,cup
13167,1983,1235,3.59,piece
13168,400,1419,0.19,cup
13169,917,2823,1.82,cup
13170,1177,1763,2.54,tbsp
13171,1635,2101,0.24,ml
13172,3465,984,3.73,tsp
13173,501,847,2.56,ml
13174,1270,1428,0.42,ml
13175,3378,2917,1.01,tsp
13176,3514,2657,1.64,tsp
13177,2208,319,2.31,tsp
13178,1715,2949,1.8,ml
13179,217,678,3.4,piece
13180,1237,1125,3.15,piece
13181,2177,313,3.94,tsp
13182,2858,1873,1.53,tbsp
13183,3952,1053,4.16,cup
13184,3951,878,4.65,ml
13185,2299,839,2.74,piece
13186,388,224,1.4,tsp
13187,3827,570,3.25,tbsp
13188,50,2301,4.38,g
13189,940,902,1.06,tsp
13190,43,51,4.34,tbsp
13191,1491,1126,2.91,g
13192,1698,1853,2.61,ml
13193,2893,1733,1.77,tbsp
13194,484,1598,1.55,ml
13195,277,1140,1.72,piece
13196,1646,2394,2.42,tbsp
13197,1581,898,0.75,cup
13198,3598,2984,4.25,tsp
13199,2077,699,3.43,tsp
13200,3953,1140,2.69,tbsp
13201,1220,2428,3.17,g
13202,3454,1533,4.43,piece
13203,3645,2814,1.49,tbsp
13204,3326,2004,3.17,ml
13205,2843,1941,0.58,tsp
13206,2051,1491,2.27,g
13207,1600,1119,4.54,ml
13208,2467,497,3.85,ml
